trigger,trigger_description
End of cycle alarm,This Trigger fires 30 minutes after the end of a dryer cycle.
Cycle ends in 10 minutes,This Trigger fires 10 minutes before the dryer cycle is over.
End of cycle,This Trigger fires every time your GE Dryer finishes a cycle.
