trigger,trigger_description
Garage,This trigger is triggered when you control your xhouse Garage.
WiFi RF Reciver,This trigger is triggered when you control your xhouse WiFi RF Reciver.
Wifi Smart Switch,This trigger is triggered when you control your xhouse Wifi Smart Switch.
Light Switch(Wifi),The trigger is triggered when you control your Light Switch(Wifi).
GSM Smart Gate,This trigger is triggered when you control your xhouse GSM Smart Gate.
WiFi Remote Control (mini),This trigger is triggered when you control your xhouse WiFi Remote Control (mini).
RF Remote Control,This trigger is triggered when you control your xhouse RF remote control.
WiFi Smart Gate,This trigger is triggered when you control your xhouse WiFi Smart Gate.
