action,action_description
準備したシーンを実行する,このアクションが呼ばれると、事前に準備したホームナビゲーションのシーンを実行します。有効期限は準備してから３分間です。実行後にLINEへ結果のメッセージが通知されます。
シーンの実行を準備する,このアクションが呼ばれると、LINEに確認のメッセージが通知されますので、リンク画面からホームナビゲーションのシーンを実行できます。
準備したシーンをキャンセルする,このアクションが呼ばれると、事前に準備したホームナビゲーションのシーンをキャンセルします。
