trigger,trigger_description
リモコン湿度 (%),"リモコンの湿度が基準湿度よりも高い・低いをトリガーとして、または、湿度に関係なく特定間隔※で連続して、リモコンセンサー値（温度・湿度・照度）を取得する。
※特定間隔（時間間隔は保証されません。1分～１５分、最長で２時間になる場合もあります。）"
リモコン温度 (℃),"リモコンの温度が基準温度よりも暑い・寒いをトリガーとして、または、温度に関係なく特定間隔で連続して、リモコンセンサー値（温度・湿度・照度）を取得する。
※特定間隔（時間間隔は保証されません。1分～１５分、最長で２時間になる場合もあり）"
リモコン明暗 (照度),"リモコンの明暗センサーでの明暗をトリガーとして、または、明暗に関係なく特定間隔※で連続して、リモコンセンサー値（温度・湿度・照度）を取得する。
※特定間隔（時間間隔は保証されません。1分～１５分、最長で２時間になる場合もあり）"
