action,action_description
カーテンの操作,カーテンのオープン、クローズを操作
機器の操作,家電製品のオン・オフを行う
照明の操作,照明のオンやオフを行う
赤外線コマンド送信,"指定した赤外線コマンドを機器に送信。【注意】このアクションは、メンテナンス用として残されているものです。将来予告なしに削除される予定です。
ご使用される場合は、お客様の自己責任でお使いください。
また、使用方法や設定値についてのご質問には回答できません。
サポート外であることを予めご了承ください。"
エアコンの操作,エアコンの停止、暖房、冷房、除湿、自動を操作します。
