trigger,trigger_description
My kid leaves home,This Trigger fires every time your kid leaves home.
My kid leaves school,This Trigger fires every time your kid leaves school.
My kid presses the panic button,This Trigger fires every time your kid presses the panic button.
My kid arrives at school,This Trigger fires every time your kid arrives at school.
My kid arrives at home,This Trigger fires every time your kid arrives at home.
