action,action_description
Turn the timer off,This Action will turn off your mirror's soft-timer.
Turn alarm off,This Action will turn off your mirror's soft-alarm.
Set the brightness,This Action will set your mirror's brightness.
Turn alarm on,This Action will turn on your mirror's soft-alarm.
Turn the timer on,This Action will turn on your mirror's soft-timer.
Select a preset light setting,This Action will set your mirror's color temperature and brightness to preset values.
