trigger,trigger_description
Any new public bookmark,This Trigger fires every time you create a new public bookmark. NOTE: excludes bookmarks marked to read later.
New public bookmark tagged,This Trigger fires every time you create a new public bookmark with a single tag you specify. NOTE: excludes bookmarks marked to read later.
