trigger,trigger_description
Sector armed,This trigger fires when a sector is armed.
Device disabled,This trigger fires when a device is disabled.
Device enabled,This trigger fires when a device is enabled
Sector disarmed,This trigger fires when a sector is disarmed.
Panel armed,This trigger fires when the panel is armed.
Panel disarmed,This trigger fires when the panel is disarmed.
