trigger,trigger_description
Door opens,This trigger fires when your door opens.
Motion sensor detects motion,This trigger fires when your motion sensor detects motion.
Camera detects motion,This trigger fires when a camera detects motion.
Lock is locked,This trigger fires when your lock is locked.
Nexia automation runs,This trigger fires when a Nexia automation runs.
Lock is unlocked,This trigger fires when your lock is unlocked.
Door closes,This trigger fires when your door closes.
