trigger,trigger_description
Electricity in Norway is Cheap,This trigger fires at the hours where electricity in Norway is cheap.
Electricity in Norway is Expensive,This trigger fires at the hours where electricity in Norway is expensive.
Electricity Price in Norway is Normal,This trigger fires at the hours where electricity price in Norway is normal.
Electricity in Norway is Free,This trigger fires at the hours where electricity in Norway is free.
