action,action_description
Call me and play audio,This action will call your phone number to play an MP3 audio file. Call rates at https://woop.la/ifttt
Call a phone number and play audio,This action will call a phone number to play an MP3 audio file. Call rates at https://woop.la/ifttt
Call me and play text,This action will call your phone number to play customizable text. Call rates at https://woop.la/ifttt
Call a phone number and play text,This action will call a phone number to play customizable text. Call rates at https://woop.la/ifttt
