action,action_description
Set Aura to Away scene,This action will set your Aura to Away scene.
Set Aura to Guardian scene,This action will set your Aura to Guardian scene.
Set Aura to Home scene,This action will set your Aura to Home scene.
Set Aura to Night scene,This action will set your Aura to Night scene.
Set Aura to Pet scene,This action will set your Aura to Pet scene.
