action,action_description
Switch the IJPUK Alexa Doorbell on/off,This action will turn on or off an Alexa doorbell created on the IJPUK.com website
Trigger the IJPUK Alexa Doorbell,This action will trigger an Alexa doorbell created on the IJPUK.com website.
