action,action_description
Set Other Devices status,This action will control other devices which you have created in Brilliant Nexus app
Set Switch status,This action will control your Brilliant nexus switches which you have created in Brilliant Nexus
Control television remote,This action will control your Television remote which you have created in Brilliant Nexus app
Set Air Conditioning,This action will control your Air conditioning remote which you have created in your Brilliant Nexus app.
Set Light status,This action will be able to control your Lights which you have created on Brilliant Nexus app
Set actions,This action will be able to control your Brilliant Nexus actions which you have created in your Brilliant Nexus app
