trigger,trigger_description
Door is closed,"This trigger fires when Door is closed. This trigger will only work with ""garage mode"". Remote access must be enabled."
Door is open,"This trigger fires when a door is open. This trigger will only work with ""garage mode"". Remote access must be enabled."
